group,region,observable,bin_low,bin_high,last_bin_includes_overflow,raw,sumw,sumw2
diboson,SR2b,electron_pt,200.0,300.0,True,10,1.65920768898674,0.31632626933149255
diboson,SR2b,muon_pt,25.0,35.0,False,13,2.6789137108722354,1.684457261668913
diboson,SR2b,muon_pt,35.0,45.0,False,13,1.3482924568745962,0.46789655534567853
diboson,SR2b,muon_pt,45.0,60.0,False,27,3.779506612533782,1.3492987992065166
diboson,SR2b,muon_pt,60.0,80.0,False,16,1.2408695140573878,0.8234639412325728
diboson,SR2b,muon_pt,80.0,110.0,False,18,4.0610856118598235,2.850424431757864
diboson,SR2b,muon_pt,110.0,150.0,False,9,1.2079228490452054,0.1837092068054642
diboson,SR2b,muon_pt,150.0,200.0,False,8,1.6497071923748017,0.44461289494952005
diboson,SR2b,muon_pt,200.0,300.0,True,9,1.1131025474833154,0.15426452592359252
diboson,SR2b,n_jets,1.5,2.5,False,33,4.013821823845011,2.1513282604837993
diboson,SR2b,n_jets,2.5,3.5,False,35,5.1120086326310075,2.405180332387788
diboson,SR2b,n_jets,3.5,4.5,False,28,5.848055071138489,3.086972605826782
diboson,SR2b,n_jets,4.5,5.5,False,15,1.9724151219297996,0.29983667001563263
diboson,SR2b,n_jets,5.5,6.5,False,0,0.0,0.0
diboson,SR2b,n_jets,6.5,7.5,True,2,0.13309984555683635,0.014809748176115807
diboson,SR2b,delta_phi,0.0,0.2617993877991494,False,7,0.20241492683905996,0.674330282320804
diboson,SR2b,delta_phi,0.2617993877991494,0.5235987755982988,False,11,1.5365770267844416,0.3197596225851179
diboson,SR2b,delta_phi,0.5235987755982988,0.7853981633974483,False,6,-0.02145976967058072,0.1589161165884964
diboson,SR2b,delta_phi,0.7853981633974483,1.0471975511965976,False,7,1.6255494118267755,0.9780838446621714
diboson,SR2b,delta_phi,1.0471975511965976,1.308996938995747,False,13,1.796016913474912,0.3087686913185259
diboson,SR2b,delta_phi,1.308996938995747,1.5707963267948966,False,10,3.343435901850183,3.179197441318835
diboson,SR2b,delta_phi,1.5707963267948966,1.832595714594046,False,7,0.8863425185613213,0.13978817760818027
diboson,SR2b,delta_phi,1.832595714594046,2.0943951023931953,False,12,1.2138946860401574,0.2064775908867689
diboson,SR2b,delta_phi,2.0943951023931953,2.356194490192345,False,9,1.735477295857321,1.0891971347732443
diboson,SR2b,delta_phi,2.356194490192345,2.617993877991494,False,9,1.1899236710362526,0.18222522514691247
diboson,SR2b,delta_phi,2.617993877991494,2.8797932657906435,False,14,2.291790016244703,0.5066964275977555
diboson,SR2b,delta_phi,2.8797932657906435,3.141592653589793,False,8,1.279437896256594,0.21468706208330968
diboson,SR2b,delta_eta,0.0,0.5,False,41,7.83881242287187,4.330139891686363
diboson,SR2b,delta_eta,0.5,1.0,False,28,4.0623450762658475,0.797391902647458
diboson,SR2b,delta_eta,1.0,1.5,False,19,2.496745382916034,0.4492721349300247
diboson,SR2b,delta_eta,1.5,2.0,False,11,1.3836028911163318,0.2333609269570139
diboson,SR2b,delta_eta,2.0,2.5,False,9,0.8330716486392535,2.075966022151919
diboson,SR2b,delta_eta,2.5,3.0,False,3,0.3549336624522465,0.06138502510109634
diboson,SR2b,delta_eta,3.0,3.5,False,1,0.007122785190073699,5.0734068864244364e-05
diboson,SR2b,delta_eta,3.5,4.0,False,1,0.10276662564948325,0.010560979347381039
diboson,SR2b,delta_eta,4.0,4.5,False,0,0.0,0.0
diboson,SR2b,delta_eta,4.5,5.0,False,0,0.0,0.0
diboson,SR2b,m_emu,0.0,25.0,False,4,0.1664095936906019,0.10776694193899827
diboson,SR2b,m_emu,25.0,50.0,False,10,2.444522729016071,1.213107624446147
diboson,SR2b,m_emu,50.0,75.0,False,11,0.9611891248016504,0.23302012188718976
diboson,SR2b,m_emu,75.0,100.0,False,17,2.674677137981837,1.1842037679574229
diboson,SR2b,m_emu,100.0,125.0,False,16,3.695854954933745,3.8933734111100398
diboson,SR2b,m_emu,125.0,150.0,False,14,1.8998912090571316,0.2779418286862073
diboson,SR2b,m_emu,150.0,200.0,False,15,1.604058572026927,0.3420738546574843
diboson,SR2b,m_emu,200.0,300.0,False,17,2.1975288208689054,0.45698792181989045
diboson,SR2b,m_emu,300.0,450.0,True,9,1.4352683527242691,0.24965214438673994
diboson,SR2b,met,30.0,45.0,False,13,3.41775013451129,2.5137071089752285
diboson,SR2b,met,45.0,60.0,False,17,1.6593360133155206,0.2980787252206397
diboson,SR2b,met,60.0,80.0,False,18,2.6033800140651984,1.1663288340987659
diboson,SR2b,met,80.0,110.0,False,29,5.442219478829818,2.5825862949994294
diboson,SR2b,met,110.0,150.0,False,16,2.37205964056675,0.3886509173972406
diboson,SR2b,met,150.0,200.0,False,9,1.377511610776315,0.2600021544835194
diboson,SR2b,met,200.0,300.0,True,11,0.20714360303625434,0.7487735817152945
diboson,SR2b,n_bjets,-0.5,0.5,False,0,0.0,0.0
diboson,SR2b,n_bjets,0.5,1.5,False,0,0.0,0.0
diboson,SR2b,n_bjets,1.5,2.5,False,103,15.830187180699264,7.779990179342063
diboson,SR2b,n_bjets,2.5,3.5,False,9,1.237215952207217,0.17799350084842835
diboson,SR2b,n_bjets,3.5,4.5,True,1,0.011997362194660688,0.00014393669962987302
diboson,PRETAG,electron_pt,25.0,35.0,False,1399,189.00896455654083,103.16201075541733
diboson,PRETAG,electron_pt,35.0,45.0,False,1740,237.8584351433933,133.6715487877482
diboson,PRETAG,electron_pt,45.0,60.0,False,2179,336.8191268694423,177.36853176320085
diboson,PRETAG,electron_pt,60.0,80.0,False,2282,328.43981120416896,169.91420173319187
diboson,PRETAG,electron_pt,80.0,110.0,False,1998,284.66315152101186,136.7706437676997
diboson,PRETAG,electron_pt,110.0,150.0,False,1350,186.3219800722984,89.50659452016691
diboson,PRETAG,electron_pt,150.0,200.0,False,795,107.74920568027309,42.69420457301946
diboson,PRETAG,electron_pt,200.0,300.0,True,651,90.88523271117793,35.719670093930105
diboson,PRETAG,muon_pt,25.0,35.0,False,1719,247.35052964556868,137.55644701943493
diboson,PRETAG,muon_pt,35.0,45.0,False,1950,300.6825962519132,164.17415962930693
diboson,PRETAG,muon_pt,45.0,60.0,False,2410,339.1365535963149,159.22547473972062
diboson,PRETAG,muon_pt,60.0,80.0,False,2113,283.5860598578176,150.53850679219028
diboson,PRETAG,muon_pt,80.0,110.0,False,1809,259.2141882641894,126.8581199974953
diboson,PRETAG,muon_pt,110.0,150.0,False,1157,158.38705809550177,77.7222766180918
diboson,PRETAG,muon_pt,150.0,200.0,False,661,95.42089026730422,41.562639530018004
diboson,PRETAG,muon_pt,200.0,300.0,True,575,77.96803177969434,31.16978166811834
diboson,PRETAG,n_jets,1.5,2.5,False,8275,1215.9879489906648,695.2215193548358
diboson,PRETAG,n_jets,2.5,3.5,False,2993,397.4447189249653,152.03094429501772
diboson,PRETAG,n_jets,3.5,4.5,False,865,116.85296274993337,35.37697851278481
diboson,PRETAG,n_jets,4.5,5.5,False,206,23.86559174352856,4.469693342815718
diboson,PRETAG,n_jets,5.5,6.5,False,47,6.741793389367615,1.6049215095943197
diboson,PRETAG,n_jets,6.5,7.5,True,8,0.8528919598531228,0.1033489793258302
diboson,PRETAG,delta_phi,0.0,0.2617993877991494,False,711,87.53596632902504,35.25683897165958
diboson,PRETAG,delta_phi,0.2617993877991494,0.5235987755982988,False,880,122.28717378023872,42.926511185274066
diboson,PRETAG,delta_phi,0.5235987755982988,0.7853981633974483,False,815,111.41729925226356,39.69828216205276
diboson,PRETAG,delta_phi,0.7853981633974483,1.0471975511965976,False,820,109.59933927191813,47.5848965630305
diboson,PRETAG,delta_phi,1.0471975511965976,1.308996938995747,False,872,112.9744291626805,36.838910073045255
diboson,PRETAG,delta_phi,1.308996938995747,1.5707963267948966,False,904,135.86326821496257,57.51519155262877
diboson,PRETAG,delta_phi,1.5707963267948966,1.832595714594046,False,919,127.66046627403934,46.499002023550645
diboson,PRETAG,delta_phi,1.832595714594046,2.0943951023931953,False,1079,141.82559921837498,69.96349246846464
diboson,PRETAG,delta_phi,2.0943951023931953,2.356194490192345,False,1180,167.2217155247704,97.97982859004766
diboson,PRETAG,delta_phi,2.356194490192345,2.617993877991494,False,1295,191.43704665197782,107.42401467117612
diboson,PRETAG,delta_phi,2.617993877991494,2.8797932657906435,False,1416,224.4780393926851,146.0736775479583
diboson,PRETAG,delta_phi,2.8797932657906435,3.141592653589793,False,1503,229.44556468537297,161.04676018548756
diboson,PRETAG,delta_eta,0.0,0.5,False,3925,546.6688438785566,274.60791221677977
diboson,PRETAG,delta_eta,0.5,1.0,False,3247,459.4372387238621,210.2041870881402
diboson,PRETAG,delta_eta,1.0,1.5,False,2377,338.44844879479706,176.15340297472108
diboson,PRETAG,delta_eta,1.5,2.0,False,1458,202.90881671109003,114.40315628458079
diboson,PRETAG,delta_eta,2.0,2.5,False,759,114.62140599966156,57.009977601458715
diboson,PRETAG,delta_eta,2.5,3.0,False,358,59.304824290110965,29.64429911768684
diboson,PRETAG,delta_eta,3.0,3.5,False,171,25.459420256476385,15.223112163778833
diboson,PRETAG,delta_eta,3.5,4.0,False,69,10.29667313707226,8.041042007947407
diboson,PRETAG,delta_eta,4.0,4.5,False,29,4.458725512461271,3.5002913306286443
diboson,PRETAG,delta_eta,4.5,5.0,False,1,0.14151045422295283,0.020025208654374183
diboson,PRETAG,m_emu,0.0,25.0,False,237,29.097292161377638,13.374966006391517
diboson,PRETAG,m_emu,25.0,50.0,False,914,131.87086808787606,50.84190208221091
diboson,PRETAG,m_emu,50.0,75.0,False,1475,182.70297163356474,77.3642901468777
diboson,PRETAG,m_emu,75.0,100.0,False,1903,269.2697552459775,153.2559779709151
diboson,PRETAG,m_emu,100.0,125.0,False,1785,270.6246396732998,144.39604369007094
diboson,PRETAG,m_emu,125.0,150.0,False,1433,215.25930774125496,111.44873539279332
diboson,PRETAG,m_emu,150.0,200.0,False,1996,296.2279911659124,138.39137590877758
diboson,PRETAG,m_emu,200.0,300.0,False,1653,218.58868823812526,117.88424913041966
diboson,PRETAG,m_emu,300.0,450.0,True,998,148.1043938109196,81.84986566591836
diboson,PRETAG,met,30.0,45.0,False,1783,265.6550963767644,153.14713102033303
diboson,PRETAG,met,45.0,60.0,False,2095,290.20323315915766,175.00635041694358
diboson,PRETAG,met,60.0,80.0,False,2556,370.47384678353126,204.08305335180935
diboson,PRETAG,met,80.0,110.0,False,2633,372.4465266775852,158.12002200290567
diboson,PRETAG,met,110.0,150.0,False,1696,236.1199461377684,113.22484655890212
diboson,PRETAG,met,150.0,200.0,False,849,115.52159748602153,46.38627288463882
diboson,PRETAG,met,200.0,300.0,True,782,111.32566113747794,38.83972975884536
diboson,PRETAG,n_bjets,-0.5,0.5,False,10894,1550.6892021322196,778.7287338210296
diboson,PRETAG,n_bjets,0.5,1.5,False,1387,193.977305130988,102.12054455645762
diboson,PRETAG,n_bjets,1.5,2.5,False,103,15.830187180699383,7.779990179341217
diboson,PRETAG,n_bjets,2.5,3.5,False,9,1.2372159522071797,0.1779935008485154
diboson,PRETAG,n_bjets,3.5,4.5,True,1,0.011997362194660965,0.00014393669962986522
diboson,ZEROb,electron_pt,25.0,35.0,False,1235,167.6634938015962,93.20081356094568
diboson,ZEROb,electron_pt,35.0,45.0,False,1524,212.33279394275206,115.00104337298352
diboson,ZEROb,electron_pt,45.0,60.0,False,1930,294.2592443304356,152.45864523090873
diboson,ZEROb,electron_pt,60.0,80.0,False,1980,291.8151109470948,145.65834505363733
diboson,ZEROb,electron_pt,80.0,110.0,False,1768,251.58374952816402,124.58732781875665
diboson,ZEROb,electron_pt,110.0,150.0,False,1189,162.50266335016937,80.86072575796263
diboson,ZEROb,electron_pt,150.0,200.0,False,707,93.17857367834878,34.657322368994656
diboson,ZEROb,electron_pt,200.0,300.0,True,561,77.35357255365548,32.30451065683826
diboson,ZEROb,muon_pt,25.0,35.0,False,1500,218.71363370775694,115.59493432721217
diboson,ZEROb,muon_pt,35.0,45.0,False,1718,268.39608134917813,150.095476485983
diboson,ZEROb,muon_pt,45.0,60.0,False,2115,299.38648465407124,138.6336988712514
diboson,ZEROb,muon_pt,60.0,80.0,False,1893,254.2095641754821,136.8566860393012
diboson,ZEROb,muon_pt,80.0,110.0,False,1593,222.7077362551947,106.17232498455238
diboson,ZEROb,muon_pt,110.0,150.0,False,1009,138.82241700833316,70.67003333577907
diboson,ZEROb,muon_pt,150.0,200.0,False,576,81.60821029479817,33.4385574115097
diboson,ZEROb,muon_pt,200.0,300.0,True,490,66.84507468739919,27.267022365440475
diboson,ZEROb,n_jets,1.5,2.5,False,7472,1103.26767505289,622.0698168545633
diboson,ZEROb,n_jets,2.5,3.5,False,2554,337.3876344811889,131.39386973081866
diboson,ZEROb,n_jets,3.5,4.5,False,672,88.09079494570301,21.249304966542454
diboson,ZEROb,n_jets,4.5,5.5,False,156,16.981318168975623,3.258024832890581
diboson,ZEROb,n_jets,5.5,6.5,False,36,4.46657837265667,0.6951139647881277
diboson,ZEROb,n_jets,6.5,7.5,True,4,0.49520111080528295,0.06260347142449518
diboson,ZEROb,delta_phi,0.0,0.2617993877991494,False,631,77.3010005265647,30.82150075458303
diboson,ZEROb,delta_phi,0.2617993877991494,0.5235987755982988,False,753,103.26064095494986,34.7846437276043
diboson,ZEROb,delta_phi,0.5235987755982988,0.7853981633974483,False,709,98.54422282853534,36.33202088167366
diboson,ZEROb,delta_phi,0.7853981633974483,1.0471975511965976,False,710,95.99212115171372,38.108336476389745
diboson,ZEROb,delta_phi,1.0471975511965976,1.308996938995747,False,743,96.25835610774969,32.73566049868724
diboson,ZEROb,delta_phi,1.308996938995747,1.5707963267948966,False,795,120.61081811824239,49.38297317366112
diboson,ZEROb,delta_phi,1.5707963267948966,1.832595714594046,False,812,110.09353649822569,40.09140461653501
diboson,ZEROb,delta_phi,1.832595714594046,2.0943951023931953,False,952,125.5289915824861,60.87513275016609
diboson,ZEROb,delta_phi,2.0943951023931953,2.356194490192345,False,1046,145.59179651038798,87.10046191286578
diboson,ZEROb,delta_phi,2.356194490192345,2.617993877991494,False,1140,172.3472372064072,97.51545947059175
diboson,ZEROb,delta_phi,2.617993877991494,2.8797932657906435,False,1257,197.2523011881371,127.44183796410594
diboson,ZEROb,delta_phi,2.8797932657906435,3.141592653589793,False,1346,207.908179458814,143.53930159416385
diboson,ZEROb,delta_eta,0.0,0.5,False,3425,475.7591329247545,233.33652731238593
diboson,ZEROb,delta_eta,0.5,1.0,False,2868,404.28004260868994,189.76157680089463
diboson,ZEROb,delta_eta,1.0,1.5,False,2064,295.3582463090059,151.36176894945953
diboson,ZEROb,delta_eta,1.5,2.0,False,1287,181.79730067763862,105.62470586492508
diboson,ZEROb,delta_eta,2.0,2.5,False,687,102.58538126709585,49.15250956802429
diboson,ZEROb,delta_eta,2.5,3.0,False,315,54.89727479204542,24.973103651984175
diboson,ZEROb,delta_eta,3.0,3.5,False,159,23.61087354795975,14.661908434473641
diboson,ZEROb,delta_eta,3.5,4.0,False,59,7.80071403834035,6.336316699596182
diboson,ZEROb,delta_eta,4.0,4.5,False,29,4.458725512461271,3.5002913306286585
diboson,ZEROb,delta_eta,4.5,5.0,False,1,0.14151045422295283,0.020025208654374183
diboson,ZEROb,m_emu,0.0,25.0,False,203,25.176092061929996,11.824683411602006
diboson,ZEROb,m_emu,25.0,50.0,False,792,112.73736580952726,41.76445685981732
diboson,ZEROb,m_emu,50.0,75.0,False,1272,161.25515142737595,68.89536115523791
diboson,ZEROb,m_emu,75.0,100.0,False,1662,237.48830237064743,129.82566515318823
diboson,ZEROb,m_emu,100.0,125.0,False,1604,239.66739499659323,130.13759938311424
diboson,ZEROb,m_emu,125.0,150.0,False,1280,195.3445731124417,99.39890647356731
diboson,ZEROb,m_emu,150.0,200.0,False,1746,257.88632843964433,122.2242497963977
diboson,ZEROb,m_emu,200.0,300.0,False,1446,193.06614501737846,103.45340174040062
diboson,ZEROb,m_emu,300.0,450.0,True,889,128.0678488966779,71.20440984770222
diboson,ZEROb,met,30.0,45.0,False,1561,233.6273710938117,124.73401545819183
diboson,ZEROb,met,45.0,60.0,False,1857,258.54750569060883,158.32019685217776
diboson,ZEROb,met,60.0,80.0,False,2267,327.7937498683608,177.36691743988956
diboson,ZEROb,met,80.0,110.0,False,2318,326.277399881207,142.01571814569826
diboson,ZEROb,met,110.0,150.0,False,1484,208.47245167931212,101.42762908192628
diboson,ZEROb,met,150.0,200.0,False,728,99.26795407428402,41.518454965536606
diboson,ZEROb,met,200.0,300.0,True,679,96.70276984463405,33.345801877610064
diboson,ZEROb,n_bjets,-0.5,0.5,False,10894,1550.6892021322199,778.7287338210291
diboson,ZEROb,n_bjets,0.5,1.5,False,0,0.0,0.0
diboson,ZEROb,n_bjets,1.5,2.5,False,0,0.0,0.0
diboson,ZEROb,n_bjets,2.5,3.5,False,0,0.0,0.0
diboson,ZEROb,n_bjets,3.5,4.5,True,0,0.0,0.0
diboson,SS1b,electron_pt,25.0,35.0,False,74,2.382156734672085,0.5075736221024995
diboson,SS1b,electron_pt,35.0,45.0,False,81,2.8991315824510284,0.6761303178750968
diboson,SS1b,electron_pt,45.0,60.0,False,132,5.986795237962435,1.8538534255308856
diboson,SS1b,electron_pt,60.0,80.0,False,149,7.993324227877453,2.6904998040933013
diboson,SS1b,electron_pt,80.0,110.0,False,148,9.52099725690637,3.12070958421886
diboson,SS1b,electron_pt,110.0,150.0,False,93,4.980791171690219,1.8761001683196994
diboson,SS1b,electron_pt,150.0,200.0,False,50,1.3171184751632965,0.3802152162594943
diboson,SS1b,electron_pt,200.0,300.0,True,45,2.009506333905278,0.23659052194167285
diboson,SS1b,muon_pt,25.0,35.0,False,118,4.65203876778835,2.5521822591083034
diboson,SS1b,muon_pt,35.0,45.0,False,115,5.314150320551677,1.9203644082384264
diboson,SS1b,muon_pt,45.0,60.0,False,142,8.03276257567397,2.9224615627721016
diboson,SS1b,muon_pt,60.0,80.0,False,123,6.535988303541107,2.023518416556005
diboson,SS1b,muon_pt,80.0,110.0,False,134,6.21209138359567,1.0475826881794916
diboson,SS1b,muon_pt,110.0,150.0,False,75,2.7393283121541203,0.3592267867293031
diboson,SS1b,muon_pt,150.0,200.0,False,34,2.2188278000915265,0.23565474661668295
diboson,SS1b,muon_pt,200.0,300.0,True,31,1.3846335572317368,0.2806817921411938
diboson,SS1b,n_jets,1.5,2.5,False,399,20.290900345313386,7.524283600312894
diboson,SS1b,n_jets,2.5,3.5,False,237,10.769885371707023,2.951073893988229
diboson,SS1b,n_jets,3.5,4.5,False,94,4.661671995388367,0.6409511008636495
diboson,SS1b,n_jets,4.5,5.5,False,35,1.1693360173209855,0.21081880668139125
diboson,SS1b,n_jets,5.5,6.5,False,2,0.16948465728982498,0.014368994997122186
diboson,SS1b,n_jets,6.5,7.5,True,5,0.028542633608581003,0.00017626349822647339
diboson,SS1b,delta_phi,0.0,0.2617993877991494,False,41,1.6850554368772703,1.1816343666068152
diboson,SS1b,delta_phi,0.2617993877991494,0.5235987755982988,False,67,3.1753895079526555,0.42863360167285564
diboson,SS1b,delta_phi,0.5235987755982988,0.7853981633974483,False,59,2.1134581394404646,1.6455737291033143
diboson,SS1b,delta_phi,0.7853981633974483,1.0471975511965976,False,54,3.125189455875571,0.498645733450075
diboson,SS1b,delta_phi,1.0471975511965976,1.308996938995747,False,63,3.260775681543705,0.5232026328618753
diboson,SS1b,delta_phi,1.308996938995747,1.5707963267948966,False,58,3.0452850243269936,0.3265073409594929
diboson,SS1b,delta_phi,1.5707963267948966,1.832595714594046,False,71,2.1645333859633444,0.8757128478275505
diboson,SS1b,delta_phi,1.832595714594046,2.0943951023931953,False,63,3.5652674234940944,0.8401178245604622
diboson,SS1b,delta_phi,2.0943951023931953,2.356194490192345,False,75,4.20837520127221,0.5308093109196196
diboson,SS1b,delta_phi,2.356194490192345,2.617993877991494,False,70,4.277309997841431,1.9623112471171198
diboson,SS1b,delta_phi,2.617993877991494,2.8797932657906435,False,78,2.8069564901362565,0.863897011672376
diboson,SS1b,delta_phi,2.8797932657906435,3.141592653589793,False,73,3.662225275904183,1.664627013589955
diboson,SS1b,delta_eta,0.0,0.5,False,181,10.251189850322382,2.021331981594892
diboson,SS1b,delta_eta,0.5,1.0,False,158,7.3958740560623335,1.485895557547613
diboson,SS1b,delta_eta,1.0,1.5,False,149,7.686445979595834,2.829169564129693
diboson,SS1b,delta_eta,1.5,2.0,False,95,6.817619146299203,4.11492980621195
diboson,SS1b,delta_eta,2.0,2.5,False,78,1.9337750240831484,0.253430877294872
diboson,SS1b,delta_eta,2.5,3.0,False,47,1.9139439145535864,0.512053506781521
diboson,SS1b,delta_eta,3.0,3.5,False,38,0.8209883371441347,0.1148491957839029
diboson,SS1b,delta_eta,3.5,4.0,False,19,0.21977576540638433,0.009643408854620516
diboson,SS1b,delta_eta,4.0,4.5,False,6,0.04441416905267115,0.00033518268911670104
diboson,SS1b,delta_eta,4.5,5.0,False,1,0.005794778108485499,3.3579453326583464e-05
diboson,SS1b,m_emu,0.0,25.0,False,10,0.3151238156174882,0.07029761058705553
diboson,SS1b,m_emu,25.0,50.0,False,45,1.9367314024529536,0.7899285358206841
diboson,SS1b,m_emu,50.0,75.0,False,69,2.607816707633191,0.7405728874190544
diboson,SS1b,m_emu,75.0,100.0,False,87,4.024122555429614,1.5618005930804073
diboson,SS1b,m_emu,100.0,125.0,False,87,6.494793842378552,2.3761002842102674
diboson,SS1b,m_emu,125.0,150.0,False,93,3.7905872961880576,0.5581056972876133
diboson,SS1b,m_emu,150.0,200.0,False,141,8.403117864855652,2.485936677853115
diboson,SS1b,m_emu,200.0,300.0,False,132,6.520388357597242,2.4618660879845797
diboson,SS1b,m_emu,300.0,450.0,True,108,2.9971391784754156,0.2970642860987345
diboson,SS1b,met,30.0,45.0,False,113,7.831068047383709,3.488339389726842
diboson,SS1b,met,45.0,60.0,False,146,7.073605288542497,3.269862395360744
diboson,SS1b,met,60.0,80.0,False,169,7.0960152748659695,1.7996740926482186
diboson,SS1b,met,80.0,110.0,False,148,7.825899675524276,1.1514895968616474
diboson,SS1b,met,110.0,150.0,False,96,4.622581732806236,1.110718700164897
diboson,SS1b,met,150.0,200.0,False,44,1.3315505253809223,0.1594640843479187
diboson,SS1b,met,200.0,300.0,True,56,1.3091004761245846,0.3621244012312325
diboson,SS1b,n_bjets,-0.5,0.5,False,0,0.0,0.0
diboson,SS1b,n_bjets,0.5,1.5,False,728,35.975308407225256,11.062533516383139
diboson,SS1b,n_bjets,1.5,2.5,False,41,0.9708359683075058,0.26990091632519037
diboson,SS1b,n_bjets,2.5,3.5,False,3,0.14367664509541545,0.009238227633179961
diboson,SS1b,n_bjets,3.5,4.5,True,0,0.0,0.0
single_top,SR1b,electron_pt,25.0,35.0,False,906,380.82834974531363,170.0388456487515
single_top,SR1b,electron_pt,35.0,45.0,False,1272,557.6854245440368,256.520996148385
single_top,SR1b,electron_pt,45.0,60.0,False,1606,695.1455706247657,319.08333270293144
single_top,SR1b,electron_pt,60.0,80.0,False,1588,705.1459770145543,330.852560493067
single_top,SR1b,electron_pt,80.0,110.0,False,1361,600.0132681212766,281.7070285963422
single_top,SR1b,electron_pt,110.0,150.0,False,804,351.39356125477616,164.77569293882038
single_top,SR1b,electron_pt,150.0,200.0,False,426,188.98783704055768,89.64498910000623
single_top,SR1b,electron_pt,200.0,300.0,True,271,116.18108137925378,55.48848854256357
single_top,SR1b,muon_pt,25.0,35.0,False,1172,515.5512498883068,239.2555304256038
single_top,SR1b,muon_pt,35.0,45.0,False,1396,613.6464287765089,286.3469317660165
single_top,SR1b,muon_pt,45.0,60.0,False,1648,718.823826684045,333.6906399599936
single_top,SR1b,muon_pt,60.0,80.0,False,1525,667.3327960730351,308.91617769265514
single_top,SR1b,muon_pt,80.0,110.0,False,1171,515.5157713811627,239.69273897614028
single_top,SR1b,muon_pt,110.0,150.0,False,697,302.3455625032327,139.13987563339356
single_top,SR1b,muon_pt,150.0,200.0,False,358,152.09695532070577,70.13728798153568
single_top,SR1b,muon_pt,200.0,300.0,True,267,110.06847909753378,50.9327517355307
single_top,SR1b,n_jets,1.5,2.5,False,5443,2386.112186529507,1110.6146871931967
single_top,SR1b,n_jets,2.5,3.5,False,2030,879.9946387366232,407.39492276675264
single_top,SR1b,n_jets,3.5,4.5,False,590,257.19651509357345,117.86456971894972
single_top,SR1b,n_jets,4.5,5.5,False,131,54.90855017528065,24.56977601069491
single_top,SR1b,n_jets,5.5,6.5,False,36,15.491102986384249,6.945788180653153
single_top,SR1b,n_jets,6.5,7.5,True,4,1.678076203163755,0.7221903006203547
single_top,SR1b,delta_phi,0.0,0.2617993877991494,False,373,165.2145738862778,76.0933084006176
single_top,SR1b,delta_phi,0.2617993877991494,0.5235987755982988,False,421,181.9906196727688,83.7751627394055
single_top,SR1b,delta_phi,0.5235987755982988,0.7853981633974483,False,478,211.04367708086414,97.57097686278298
single_top,SR1b,delta_phi,0.7853981633974483,1.0471975511965976,False,488,214.37211067863757,98.7963400869951
single_top,SR1b,delta_phi,1.0471975511965976,1.308996938995747,False,555,243.39590959275534,112.01062846966127
single_top,SR1b,delta_phi,1.308996938995747,1.5707963267948966,False,600,263.2492497981374,122.8076071583101
single_top,SR1b,delta_phi,1.5707963267948966,1.832595714594046,False,693,299.1340947231531,137.5005581204146
single_top,SR1b,delta_phi,1.832595714594046,2.0943951023931953,False,729,314.5289876002163,144.47897349988767
single_top,SR1b,delta_phi,2.0943951023931953,2.356194490192345,False,840,364.14559490080285,170.31259073209043
single_top,SR1b,delta_phi,2.356194490192345,2.617993877991494,False,939,410.2473900771995,191.66367166218083
single_top,SR1b,delta_phi,2.617993877991494,2.8797932657906435,False,1051,459.7469902615712,215.31980058225167
single_top,SR1b,delta_phi,2.8797932657906435,3.141592653589793,False,1067,468.3118714521497,217.78231585626983
single_top,SR1b,delta_eta,0.0,0.5,False,2416,1047.2991334282597,480.75531963690486
single_top,SR1b,delta_eta,0.5,1.0,False,2108,917.2433925501962,422.7604868365971
single_top,SR1b,delta_eta,1.0,1.5,False,1682,731.4531257530786,339.21155917660656
single_top,SR1b,delta_eta,1.5,2.0,False,1040,461.6112856505172,217.22969005610867
single_top,SR1b,delta_eta,2.0,2.5,False,606,267.54047257723414,126.32154976434106
single_top,SR1b,delta_eta,2.5,3.0,False,265,116.18730857325431,55.449971319139195
single_top,SR1b,delta_eta,3.0,3.5,False,88,40.04701728042346,19.458706248011026
single_top,SR1b,delta_eta,3.5,4.0,False,28,13.50287656162618,6.678181232840188
single_top,SR1b,delta_eta,4.0,4.5,False,1,0.49645734995237945,0.24646990032169924
single_top,SR1b,delta_eta,4.5,5.0,False,0,0.0,0.0
single_top,SR1b,m_emu,0.0,25.0,False,128,53.167699493010204,23.63349058908483
single_top,SR1b,m_emu,25.0,50.0,False,580,253.0711948451264,115.80490217201229
single_top,SR1b,m_emu,50.0,75.0,False,894,388.952912366541,177.0507801675334
single_top,SR1b,m_emu,75.0,100.0,False,1226,530.7683858001305,244.7102224218237
single_top,SR1b,m_emu,100.0,125.0,False,1276,558.8059588095471,259.2087881647772
single_top,SR1b,m_emu,125.0,150.0,False,1025,447.2725514054621,206.89987226360597
single_top,SR1b,m_emu,150.0,200.0,False,1434,635.27967174273,296.214424462439
single_top,SR1b,m_emu,200.0,300.0,False,1155,507.68636090780797,238.80032499087565
single_top,SR1b,m_emu,300.0,450.0,True,516,220.37633435418138,105.7891289387162
single_top,SR1b,met,30.0,45.0,False,1114,488.14584543906324,225.27839541172744
single_top,SR1b,met,45.0,60.0,False,1291,565.2172547491932,262.1995104152611
single_top,SR1b,met,60.0,80.0,False,1806,790.5448572736886,367.5395255552344
