truth_d,mean_estimated_d,bias,empirical_std,analytic_std,n_events,n_trials
-0.6,-0.5999155063166014,8.449368339857877e-05,0.011509298530919745,0.011489125293076058,20000,600
-0.537,-0.5368752051100527,0.00012479488994732169,0.01132325571547526,0.011643949072372312,20000,600
-0.47,-0.470389661661156,-0.0003896616611560044,0.011870350945555603,0.011787917542975944,20000,600
-0.3333333333333333,-0.3328785096645172,0.0004548236688161067,0.011668846405792998,0.01201850425154663,20000,600
-0.1,-0.10016076825951331,-0.0001607682595133053,0.012520432555724308,0.012227019260637484,20000,600
0.0,-0.0003990139717802536,-0.0003990139717802536,0.01192358294825467,0.01224744871391589,20000,600
